imageUrl,category,name,quantity,price
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Mixed Nuts,350 gm,154
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Fruits Snacks,350 gm,562
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Cookies,250 gm,125
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Water,500 ml,54
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Soda ,450 ml,145
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Coffee,400 ml,165
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Sports Drink,450 ml,258
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Almond Milk,450 ml,298
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Oat Milk,400 ml,250
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Green Tea,450 ml,149
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Herbal Tea,450 ml,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Protein Shakes,400 ml,199
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,MilkShakes,450 ml,249
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Coconut Water,450 ml,109
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Apple Juice,400 ml,150
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Fruits Juice,450 ml,199
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Snaks & Drinks,Grapes Juice,450 ml,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Milk Chocolate Bar,100 gm,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Dark Chocolate Bar,101 gm,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,White Chocolate Bar,102 gm,189
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Chocolate Tuffles,103 gm,245
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Chocolate Fudge,104 gm,245
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Dairy Milk,105 gm,245
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,KitKat,106 gm,245
"[{'imageUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'thumbnailUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'extraLargeUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png', 'smallRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b1/en/front/21023553001_front_a01_@2.png', 'mediumRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b3/en/front/21023553001_front_a06_@2.png', 'largeRetinaUrl': 'https://assets.shop.loblaws.ca/products/21023553001/b2/en/front/21023553001_front_a06_@2.png'}]",Sweets & Chocalate,Fresh Mint,107 gm,189
